country,asin,sales_rank,daily_units,price,stars,reviews,insert_date,rank_small
Us,B01M29YGXX,4668,5,42.99,4.4,134,2023/12/1,142
Us,B077ZRP3XX,217,40,29.99,4.3,369,2023/12/1,10
Us,B07QBPSQXX,31251,2,43.99,4.9,23,2023/12/1,49
Us,B07QBPTNXX,27081,3,41.99,4.9,23,2023/12/1,43
Us,B07QLPG6XX,189002,1,45.99,4.5,25,2023/12/1,222
Us,B07QPR1PXX,73212,2,42.99,4.5,25,2023/12/1,101
Us,B07QLPG8XX,26719,4,34.99,4.5,25,2023/12/1,42
Us,B07S16PZXX,283755,0,-1,4.8,17,2023/12/1,874
Us,B07S291NXX,184706,0,10.99,4.8,17,2023/12/1,578
Us,B07S4HN2XX,163599,0,14.59,5,2,2023/12/1,-1
Us,B07QW51WXX,140972,0,15.99,4.2,12,2023/12/1,-1
Us,B07QZBDQXX,196813,0,15.99,4.2,12,2023/12/1,-1
Us,B07TB3QWXX,191033,0,27.99,4.3,3,2023/12/1,-1
Us,B07TB311XX,214899,0,27.99,4.3,3,2023/12/1,-1
Us,B07QV4QTXX,209496,0,14.99,3.7,21,2023/12/1,5291
Us,B07R1HZVXX,138439,0,14.99,3.7,21,2023/12/1,3524
Us,B07QV4S8XX,90396,0,14.99,3.7,21,2023/12/1,2214
Us,B07QY6R8XX,135136,0,14.99,3.7,21,2023/12/1,3432
Us,B07R2KP9XX,229255,0,14.99,3.7,21,2023/12/1,5713
Us,B07QFR2XXX,5617,5,20.99,4.9,19,2023/12/1,45
Jp,B07R8XZPXX,38723,-1,3080,4.5,8,2023/12/1,501
Jp,B07R5RLPXX,22126,-1,2680,4.5,8,2023/12/1,280
Jp,B07VNCB3XX,891,-1,2480,4.5,8,2023/12/1,10
Jp,B07VPBDCXX,-1,-1,6680,4.5,8,2023/12/1,-1
Jp,B07RB45KXX,88969,-1,3080,4.5,8,2023/12/1,1270
Jp,B07RB45XXX,82505,-1,3080,4.5,8,2023/12/1,1159
Ca,B078NT86XX,174,90,39.99,4.1,37,2023/12/1,13
Ca,B078NTCXXX,13192,1,-1,4.1,37,2023/12/1,335
Us,B07HDYXTXX,-1,-1,-1,,-1,2023/12/1,-1
Us,B07FNMKFXX,95679,0,-1,4.1,4,2023/12/1,-1
Us,B07FNPP7XX,25515,0,38.99,4.2,14,2023/12/1,590
Us,B07FNP5XXX,11567,0,33.99,4.2,14,2023/12/1,296
Us,B07DJ3B1XX,49462,0,-1,4.7,85,2023/12/1,1027
Us,B07DJ32VXX,2067,6,45.99,4.3,369,2023/12/1,70
Us,B07TYV11XX,14421,1,46.99,4.7,85,2023/12/1,366
Us,B07TSH3BXX,6054,6,43.99,4.7,85,2023/12/1,174
Us,B07VMXD6XX,13058,1,29.99,4.3,369,2023/12/1,332
Us,B07PSGNTXX,1709,6,29.99,4.3,369,2023/12/1,61
Us,B07DJ4ZGXX,907,15,35.99,4.3,369,2023/12/1,39
Us,B07DJ429XX,672,19,35.99,4.3,369,2023/12/1,25
Us,B07Y4ZTBXX,1161,10,35.99,4.3,369,2023/12/1,49
Us,B07DJ3WCXX,533,28,36.99,4.3,369,2023/12/1,22
Us,B078NVL7XX,341,30,32.99,4.3,369,2023/12/1,17
Us,B07KF8L7XX,524,28,32.99,4.3,369,2023/12/1,15
Us,B077ZRP3XX,217,40,29.99,4.3,369,2023/12/1,10
Jp,B07X9LFKXX,11798,-1,4280,4.2,5,2023/12/1,141
Jp,B07XCMZ1XX,1866,-1,3580,4.2,5,2023/12/1,19
Jp,B07D8RK7XX,13437,-1,-1,3.9,32,2023/12/1,18
Ca,B072XDH9XX,13040,1,-1,3.5,20,2023/12/1,37
Ca,B072LW84XX,240,41,109.99,4.3,33,2023/12/1,1
Ca,B072PRCLXX,12045,1,-1,2.5,20,2023/12/1,33
Ca,B074M715XX,14942,1,-1,4.2,127,2023/12/1,375
Ca,B074M766XX,423,17,45.99,4.2,127,2023/12/1,26
Ca,B074M6KGXX,544,22,39.99,4.2,127,2023/12/1,35
Ca,B072LW5WXX,14067,1,-1,3.9,16,2023/12/1,356
Ca,B072J9CLXX,11542,1,-1,3.8,31,2023/12/1,303
Ca,B072FPR1XX,13225,1,-1,4.1,16,2023/12/1,336
Ca,B07175FDXX,14868,1,-1,4,6,2023/12/1,374
Us,B07PPGQZXX,29530,0,93.49,4.1,43,2023/12/1,516
Us,B07PN9S8XX,10948,1,84.99,4.1,43,2023/12/1,232
Us,B07PQLD9XX,4582,3,80.74,4.1,43,2023/12/1,123
Us,B07PRL2MXX,11754,3,67.99,4.1,43,2023/12/1,239
Us,B07TS5LSXX,5628,2,67.99,4.1,43,2023/12/1,150
Us,B071FH4HXX,1539,11,59.49,4.1,43,2023/12/1,48
Us,B07WMMMDXX,72816,0,-1,4.2,46,2023/12/1,375
Us,B07WNT69XX,37524,0,49.99,3.1,6,2023/12/1,633
Us,B07WJYSSXX,2133,9,65.99,4.2,46,2023/12/1,18
Us,B07WYXSMXX,20863,1,59.99,4.2,46,2023/12/1,362
Jp,B07R7PRDXX,3576,-1,7999,3.7,4,2023/12/1,15
Jp,B07R9XMRXX,6171,-1,7999,4,6,2023/12/1,31
Jp,B07WCSYQXX,14432,-1,-1,1,3,2023/12/1,71
Jp,B07R8TS8XX,14271,-1,6299,2,1,2023/12/1,56
Ca,B071NTQRXX,10052,1,-1,3.7,119,2023/12/1,29
Ca,B071L7RYXX,12235,1,-1,3.7,119,2023/12/1,34
Ca,B0748DQ4XX,3884,4,-1,3.7,119,2023/12/1,10
Ca,B07HSTK9XX,17183,1,-1,3.9,146,2023/12/1,424
Ca,B071RZWGXX,18933,0,-1,3.9,146,2023/12/1,456
Ca,B071S19TXX,16726,1,-1,3.9,146,2023/12/1,416
Ca,B072BP12XX,338,32,37.99,3.9,146,2023/12/1,21
Us,B07JXYLXXX,2809,4,65.99,4.2,24,2023/12/1,82
Us,B07JD8ZHXX,81575,0,-1,3.8,22,2023/12/1,296
Us,B07HNJZDXX,64929,0,-1,3.9,63,2023/12/1,341
Us,B07JW2WSXX,75854,0,-1,3.9,63,2023/12/1,390
Us,B07J4S5DXX,16957,0,45.99,4.7,31,2023/12/1,419
Us,B07JXYSLXX,76214,0,-1,4.5,30,2023/12/1,1428
Us,B07PX249XX,82378,0,29.99,4.7,22,2023/12/1,288
Us,B07NRMHCXX,57305,0,16.99,4.7,22,2023/12/1,204
Us,B07Q2BHCXX,10378,0,9.99,4.7,22,2023/12/1,67
Us,B07NRMHVXX,4978,2,6.99,4.7,22,2023/12/1,31
Us,B07JPL8HXX,91300,0,-1,3.9,63,2023/12/1,-1
Us,B07JNVGFXX,81442,0,-1,3.9,63,2023/12/1,410
Us,B075M4S2XX,8085,1,40.99,4.4,140,2023/12/1,226
Us,B075M1F4XX,1050,6,28.99,4.4,140,2023/12/1,44
Us,B07G72ZBXX,72494,0,-1,3.6,22,2023/12/1,1374
Us,B06ZZRQKXX,2928,5,26.99,3.7,125,2023/12/1,91
Us,B06ZZRQLXX,3913,4,25.99,3.7,125,2023/12/1,124
Jp,B01MXRYKXX,15917,-1,-1,4.1,47,2023/12/1,196
Jp,B01M3V7XXX,300,-1,2399,4.1,47,2023/12/1,2
Ca,B019R84IXX,296,28,95.99,3.3,33,2023/12/1,2
Ca,B06XGYNVXX,10003,1,-1,4.1,706,2023/12/1,285
Ca,B06VTR57XX,334,18,54.99,4.1,705,2023/12/1,20
Ca,B01M8M3EXX,13239,1,-1,4.1,705,2023/12/1,338
Ca,B01M3RWQXX,13563,1,-1,4.1,705,2023/12/1,341
Ca,B01F3DHEXX,112,63,39.99,4.1,705,2023/12/1,7
Ca,B01M3102XX,12283,1,-1,4.1,705,2023/12/1,315
Us,B07PQ5XNXX,2799,7,79.99,4.4,46,2023/12/1,81
Us,B07PT5WLXX,33917,0,-1,4.4,46,2023/12/1,583
Us,B07PR959XX,1157,16,61.99,4.4,46,2023/12/1,36
Us,B07S2QGSXX,9964,3,58.99,3.9,62,2023/12/1,86
Us,B07RYKZBXX,2442,6,58.99,3.9,62,2023/12/1,40
Us,B07MDYLMXX,1285,12,58.99,3.9,62,2023/12/1,24
Us,B07JZKP5XX,73110,0,-1,4,12,2023/12/1,378
Us,B07HNTJ5XX,14180,1,49.99,4.6,164,2023/12/1,361
Us,B07HNXVZXX,15591,0,48.99,4.6,164,2023/12/1,184
Us,B07HNXPXXX,9340,2,47.99,4.6,164,2023/12/1,140
Us,B01N4876XX,20205,0,46.99,4.4,134,2023/12/1,483
Us,B01M29YGXX,4668,5,42.99,4.4,134,2023/12/1,142
Us,B01M29YGXX,5414,3,42.99,4.4,134,2023/12/2,147
Us,B077ZRP3XX,253,38,31.99,4.3,369,2023/12/2,9
Us,B07QBPSQXX,46177,4,24.99,4.9,23,2023/12/2,63
Us,B07QBPTNXX,30406,4,30.99,4.9,23,2023/12/2,44
Us,B07QLPG6XX,242728,0,45.99,4.5,25,2023/12/2,259
Us,B07QPR1PXX,120779,1,42.99,4.5,25,2023/12/2,150
Us,B07QLPG8XX,26397,4,34.99,4.5,25,2023/12/2,38
Us,B07S16PZXX,285225,0,-1,4.8,17,2023/12/2,876
Us,B07S291NXX,199268,0,8.99,4.8,17,2023/12/2,623
Us,B07S4HN2XX,182147,0,9.99,5,2,2023/12/2,-1
Us,B07QW51WXX,157050,0,10.99,4.2,12,2023/12/2,-1
Us,B07QZBDQXX,207243,0,11.99,4.2,12,2023/12/2,-1
Us,B07TB3QWXX,204835,0,15.99,4.3,3,2023/12/2,-1
Us,B07TB311XX,222021,0,15.99,4.3,3,2023/12/2,-1
Us,B07QV4QTXX,216169,0,8.99,3.8,22,2023/12/2,5432
Us,B07R1HZVXX,163220,0,8.99,3.8,22,2023/12/2,4186
Us,B07QV4S8XX,48092,0,8.99,3.8,22,2023/12/2,996
Us,B07QY6R8XX,149160,0,8.99,3.8,22,2023/12/2,3856
Us,B07R2KP9XX,234610,0,8.99,3.8,22,2023/12/2,5825
Us,B07QFR2XXX,7604,3,22.99,4.9,19,2023/12/2,60
Jp,B07R8XZPXX,39829,-1,3080,4.5,8,2023/12/2,516
Jp,B07R5RLPXX,23163,-1,2680,4.5,8,2023/12/2,295
Jp,B07VNCB3XX,1444,-1,2480,4.5,8,2023/12/2,16
Jp,B07VPBDCXX,-1,-1,6680,4.5,8,2023/12/2,-1
Jp,B07RB45KXX,89278,-1,3080,4.5,8,2023/12/2,1275
Jp,B07RB45XXX,83692,-1,3080,4.5,8,2023/12/2,1183
Ca,B078NT86XX,427,44,36.99,4.1,37,2023/12/2,24
Ca,B078NTCXXX,13421,1,-1,4.1,37,2023/12/2,338
Us,B07HDYXTXX,-1,-1,-1,,-1,2023/12/2,-1
Us,B07FNMKFXX,95995,0,-1,4.1,4,2023/12/2,-1
Us,B07FNPP7XX,7561,0,38.99,4.2,14,2023/12/2,203
Us,B07FNP5XXX,7625,1,33.99,4.2,14,2023/12/2,205
Us,B07DJ3B1XX,49367,0,-1,4.7,85,2023/12/2,1002
Us,B07DJ32VXX,3268,7,45.99,4.3,369,2023/12/2,99
Us,B07TYV11XX,13303,1,46.99,4.7,85,2023/12/2,332
Us,B07TSH3BXX,6694,2,43.99,4.7,85,2023/12/2,179
Us,B07VMXD6XX,18439,1,29.99,4.3,369,2023/12/2,423
Us,B07PSGNTXX,3028,8,29.99,4.3,369,2023/12/2,92
Us,B07DJ4ZGXX,1546,14,35.99,4.3,369,2023/12/2,56
Us,B07DJ429XX,935,17,35.99,4.3,369,2023/12/2,31
Us,B07Y4ZTBXX,1150,11,35.99,4.3,369,2023/12/2,45
Us,B07DJ3WCXX,678,21,37.99,4.3,369,2023/12/2,24
Us,B078NVL7XX,383,28,32.99,4.3,369,2023/12/2,16
Us,B07KF8L7XX,509,21,32.99,4.3,369,2023/12/2,16
Us,B077ZRP3XX,253,38,31.99,4.3,369,2023/12/2,9
Jp,B07X9LFKXX,2269,-1,4280,4.4,6,2023/12/2,24
Jp,B07XCMZ1XX,5574,-1,3580,4.4,6,2023/12/2,61
Jp,B07D8RK7XX,14403,-1,-1,3.9,32,2023/12/2,17
Ca,B072XDH9XX,13334,1,-1,3.5,20,2023/12/2,36
Ca,B072LW84XX,349,36,109.99,4.3,34,2023/12/2,2
Ca,B072PRCLXX,12334,1,-1,2.5,20,2023/12/2,32
Ca,B074M715XX,15125,1,-1,4.2,127,2023/12/2,377
Ca,B074M766XX,234,24,45.99,4.2,127,2023/12/2,15
Ca,B074M6KGXX,700,20,38.99,4.2,127,2023/12/2,36
Ca,B072LW5WXX,14250,1,-1,3.9,16,2023/12/2,360
Ca,B072J9CLXX,11727,1,-1,3.8,31,2023/12/2,313
Ca,B072FPR1XX,13385,1,-1,4.1,16,2023/12/2,334
Ca,B07175FDXX,15058,1,-1,4,6,2023/12/2,376
Us,B07PPGQZXX,43495,0,93.49,4.1,43,2023/12/2,700
Us,B07PN9S8XX,22815,1,84.99,4.1,43,2023/12/2,398
Us,B07PQLD9XX,7375,3,80.74,4.1,43,2023/12/2,163
Us,B07PRL2MXX,7418,1,67.99,4.1,43,2023/12/2,164
Us,B07TS5LSXX,4923,3,67.99,4.1,43,2023/12/2,128
Us,B071FH4HXX,2324,9,59.49,4.1,43,2023/12/2,69
Us,B07WMMMDXX,75022,0,-1,4.2,46,2023/12/2,397
Us,B07WNT69XX,44658,0,49.99,3.1,6,2023/12/2,707
Us,B07WJYSSXX,2415,7,67.99,4.2,46,2023/12/2,18
Us,B07WYXSMXX,18560,0,59.99,4.2,46,2023/12/2,341
Jp,B07R7PRDXX,2862,-1,7899,3.7,4,2023/12/2,12
Jp,B07R9XMRXX,3679,-1,7999,4,6,2023/12/2,21
Jp,B07WCSYQXX,16367,-1,-1,1,3,2023/12/2,83
Jp,B07R8TS8XX,16295,-1,6299,2,1,2023/12/2,72
Ca,B071NTQRXX,10237,1,-1,3.7,119,2023/12/2,24
Ca,B071L7RYXX,12524,1,-1,3.7,119,2023/12/2,33
Ca,B0748DQ4XX,4028,4,-1,3.7,119,2023/12/2,7
Ca,B07HSTK9XX,17360,0,-1,3.9,146,2023/12/2,429
Ca,B071RZWGXX,19177,0,-1,3.9,146,2023/12/2,464
Ca,B071S19TXX,17049,1,-1,3.9,146,2023/12/2,419
Ca,B072BP12XX,671,28,45.99,3.9,146,2023/12/2,33
Us,B07JXYLXXX,4546,5,59.99,4.2,24,2023/12/2,116
Us,B07JD8ZHXX,81834,0,-1,3.8,22,2023/12/2,292
Us,B07HNJZDXX,71929,0,-1,3.9,63,2023/12/2,382
Us,B07JW2WSXX,76361,0,-1,3.9,63,2023/12/2,403
Us,B07J4S5DXX,12772,0,45.99,4.7,31,2023/12/2,323
Us,B07JXYSLXX,76568,0,-1,4.4,30,2023/12/2,1441
Us,B07PX249XX,84072,0,29.99,4.7,22,2023/12/2,288
Us,B07NRMHCXX,62391,0,15.99,4.7,22,2023/12/2,222
Us,B07Q2BHCXX,24080,1,8.99,4.7,22,2023/12/2,117
Us,B07NRMHVXX,6584,3,6.59,4.7,22,2023/12/2,38
Us,B07JPL8HXX,91903,0,-1,3.9,63,2023/12/2,-1
Us,B07JNVGFXX,82307,0,-1,3.9,63,2023/12/2,425
Us,B075M4S2XX,4868,2,38.99,4.4,140,2023/12/2,132
Us,B075M1F4XX,1261,12,28.99,4.4,140,2023/12/2,49
Us,B07G72ZBXX,73076,0,-1,3.6,22,2023/12/2,1387
Us,B06ZZRQKXX,4409,5,20.99,3.7,125,2023/12/2,119
Us,B06ZZRQLXX,6196,4,25.99,3.7,125,2023/12/2,164
Jp,B01MXRYKXX,16670,-1,-1,4.1,47,2023/12/2,207
Jp,B01M3V7XXX,245,-1,2399,4.1,47,2023/12/2,3
Ca,B019R84IXX,242,31,95.99,3.3,33,2023/12/2,1
Ca,B06XGYNVXX,10396,1,-1,4.1,710,2023/12/2,294
Ca,B06VTR57XX,372,29,54.99,4.1,710,2023/12/2,21
Ca,B01M8M3EXX,13408,1,-1,4.1,710,2023/12/2,336
Ca,B01M3RWQXX,13725,1,-1,4.1,710,2023/12/2,347
Ca,B01F3DHEXX,178,58,39.99,4.1,710,2023/12/2,10
Ca,B01M3102XX,12754,1,-1,4.1,710,2023/12/2,325
Us,B07PQ5XNXX,4316,5,79.99,4.4,47,2023/12/2,113
Us,B07PT5WLXX,43314,0,-1,4.4,47,2023/12/2,697
Us,B07PR959XX,1702,12,64.99,4.4,46,2023/12/2,46
Us,B07S2QGSXX,8699,1,58.99,3.9,63,2023/12/2,82
Us,B07RYKZBXX,2728,6,58.99,3.9,63,2023/12/2,45
Us,B07MDYLMXX,1705,11,58.99,3.9,63,2023/12/2,27
Us,B07JZKP5XX,73536,0,-1,4,12,2023/12/2,391
Us,B07HNTJ5XX,22796,1,49.99,4.6,164,2023/12/2,498
Us,B07HNXVZXX,25102,1,48.99,4.6,164,2023/12/2,244
Us,B07HNXPXXX,7426,1,47.99,4.6,164,2023/12/2,121
Us,B01N4876XX,13381,0,46.99,4.4,134,2023/12/2,333
Us,B01M29YGXX,5414,3,42.99,4.4,134,2023/12/2,147
Us,B076KFB4XX,161,44,49.99,4.7,929,2023/12/3,7
Us,B072JT9WXX,55,54,59.99,4.7,825,2023/12/3,4
Us,B073Q6KLXX,17,79,59.99,4.7,844,2023/12/3,1
Us,B01M1L6OXX,78,80,59.99,4.6,1586,2023/12/3,5
Us,B01MTZ4JXX,54,116,39.99,4.2,1071,2023/12/3,3
Us,B01F543PXX,40,132,59.99,4.5,2520,2023/12/3,2
Us,B01M29YGXX,3027,3,42.99,4.4,134,2023/12/3,95
Us,B077ZRP3XX,353,34,31.99,4.3,373,2023/12/3,16
Us,B07QBPSQXX,31705,2,24.99,4.9,23,2023/12/3,46
Us,B07QBPTNXX,32272,4,30.99,4.9,23,2023/12/3,49
Us,B07QLPG6XX,249939,0,45.99,4.5,25,2023/12/3,267
Us,B07QPR1PXX,225455,1,42.99,4.5,25,2023/12/3,253
Us,B07QLPG8XX,23721,4,34.99,4.5,25,2023/12/3,38
Us,B07S16PZXX,288063,0,-1,4.8,17,2023/12/3,883
Us,B07S291NXX,214705,0,8.99,4.8,17,2023/12/3,671
Us,B07S4HN2XX,200584,0,9.99,5,2,2023/12/3,-1
Us,B07QW51WXX,171268,0,10.99,4.2,12,2023/12/3,-1
Us,B07QZBDQXX,90482,0,11.99,4.2,12,2023/12/3,-1
Us,B07TB3QWXX,218348,0,15.99,4.3,3,2023/12/3,-1
Us,B07TB311XX,55884,0,15.99,4.3,3,2023/12/3,-1
Us,B07QV4QTXX,225590,0,8.99,3.8,22,2023/12/3,5620
Us,B07R1HZVXX,75823,0,8.99,3.8,22,2023/12/3,1753
Us,B07QV4S8XX,46966,0,8.99,3.8,22,2023/12/3,922
Us,B07QY6R8XX,167380,0,8.99,3.8,22,2023/12/3,4296
Us,B07R2KP9XX,242259,0,8.99,3.8,22,2023/12/3,5984
Us,B07QFR2XXX,4958,2,22.99,4.9,19,2023/12/3,40
Jp,B07R8XZPXX,40996,-1,3080,4.5,8,2023/12/3,532
Jp,B07R5RLPXX,23994,-1,2680,4.5,8,2023/12/3,300
Jp,B07VNCB3XX,1839,-1,2480,4.5,8,2023/12/3,19
Jp,B07VPBDCXX,-1,-1,6680,4.5,8,2023/12/3,-1
Jp,B07RB45KXX,89543,-1,3080,4.5,8,2023/12/3,1276
Jp,B07RB45XXX,85129,-1,3080,4.5,8,2023/12/3,1206
Ca,B078NT86XX,315,24,36.99,4.1,37,2023/12/3,19
Ca,B078NTCXXX,14127,1,-1,4.1,37,2023/12/3,358
Us,B07HDYXTXX,-1,-1,-1,,-1,2023/12/3,-1
Us,B07FNMKFXX,97564,0,-1,4.1,4,2023/12/3,-1
Us,B07FNPP7XX,12408,2,38.99,4.2,14,2023/12/3,341
Us,B07FNP5XXX,6527,2,33.99,4.2,14,2023/12/3,186
Us,B07DJ3B1XX,52232,0,-1,4.7,85,2023/12/3,1058
Us,B07DJ32VXX,1691,5,45.99,4.3,373,2023/12/3,58
Us,B07TYV11XX,10802,1,46.99,4.7,85,2023/12/3,290
Us,B07TSH3BXX,3244,2,43.99,4.7,85,2023/12/3,105
Us,B07VMXD6XX,18892,0,29.99,4.3,373,2023/12/3,467
Us,B07PSGNTXX,2603,5,29.99,4.3,373,2023/12/3,82
Us,B07DJ4ZGXX,1225,9,35.99,4.3,373,2023/12/3,48
Us,B07DJ429XX,773,14,35.99,4.3,373,2023/12/3,33
Us,B07Y4ZTBXX,1492,12,35.99,4.3,373,2023/12/3,54
Us,B07DJ3WCXX,777,17,37.99,4.3,373,2023/12/3,35
Us,B078NVL7XX,680,26,32.99,4.3,373,2023/12/3,31
Us,B07KF8L7XX,481,21,32.99,4.3,373,2023/12/3,18
Us,B077ZRP3XX,353,34,31.99,4.3,373,2023/12/3,16
Jp,B07X9LFKXX,7954,-1,4280,4.4,6,2023/12/3,98
Jp,B07XCMZ1XX,1586,-1,3580,4.4,6,2023/12/3,16
Jp,B07D8RK7XX,14570,-1,-1,3.9,32,2023/12/3,19
Ca,B072XDH9XX,14116,1,-1,3.5,20,2023/12/3,40
Ca,B072LW84XX,487,28,109.99,4.3,34,2023/12/3,2
Ca,B072PRCLXX,12942,1,-1,2.5,20,2023/12/3,36
Ca,B074M715XX,15677,1,-1,4.2,127,2023/12/3,393
Ca,B074M766XX,724,36,45.99,4.2,127,2023/12/3,41
Ca,B074M6KGXX,200,17,38.99,4.2,127,2023/12/3,13
Ca,B072LW5WXX,14855,1,-1,3.9,16,2023/12/3,372
Ca,B072J9CLXX,12299,1,-1,3.8,31,2023/12/3,324
Ca,B072FPR1XX,14055,1,-1,4.1,16,2023/12/3,355
Ca,B07175FDXX,15609,1,-1,4,6,2023/12/3,390
Us,B07PPGQZXX,20816,0,93.49,4.1,43,2023/12/3,369
Us,B07PN9S8XX,37609,0,84.99,4.1,43,2023/12/3,611
Us,B07PQLD9XX,6693,2,80.74,4.1,43,2023/12/3,168
Us,B07PRL2MXX,9012,2,67.99,4.1,43,2023/12/3,207
Us,B07TS5LSXX,9520,3,67.99,4.1,43,2023/12/3,214
Us,B071FH4HXX,3163,6,59.49,4.1,43,2023/12/3,97
Us,B07WMMMDXX,78861,0,-1,4.1,46,2023/12/3,420
Us,B07WNT69XX,55160,0,49.99,3.1,6,2023/12/3,868
Us,B07WJYSSXX,1751,6,67.99,4.1,46,2023/12/3,15
Us,B07WYXSMXX,32971,0,-1,4.1,46,2023/12/3,546
Jp,B07R7PRDXX,7559,-1,7899,3.7,4,2023/12/3,33
Jp,B07R9XMRXX,1488,-1,7999,4,6,2023/12/3,5
Jp,B07WCSYQXX,17613,-1,-1,1,3,2023/12/3,90
Jp,B07R8TS8XX,17683,-1,6299,2,1,2023/12/3,94
Ca,B071NTQRXX,10275,1,-1,3.7,119,2023/12/3,28
Ca,B071L7RYXX,13116,1,-1,3.7,119,2023/12/3,37
Ca,B0748DQ4XX,5543,4,-1,3.7,119,2023/12/3,19
Ca,B07HSTK9XX,17841,0,-1,3.9,146,2023/12/3,432
Ca,B071RZWGXX,19770,0,-1,3.9,146,2023/12/3,473
Ca,B071S19TXX,17669,0,-1,3.9,146,2023/12/3,428
Ca,B072BP12XX,1458,17,45.99,3.9,146,2023/12/3,65
Us,B07JXYLXXX,1701,3,59.99,4.2,24,2023/12/3,56
Us,B07JD8ZHXX,84188,0,-1,3.8,22,2023/12/3,296
Us,B07HNJZDXX,80722,0,-1,3.9,63,2023/12/3,433
Us,B07JW2WSXX,79181,0,-1,3.9,63,2023/12/3,423
Us,B07J4S5DXX,29587,1,-1,4.7,31,2023/12/3,674
Us,B07JXYSLXX,79298,0,-1,4.4,30,2023/12/3,1513
Us,B07PX249XX,87664,0,29.99,4.7,22,2023/12/3,299
Us,B07NRMHCXX,68477,0,15.99,4.7,22,2023/12/3,240
Us,B07Q2BHCXX,39428,0,8.99,4.7,22,2023/12/3,159
Us,B07NRMHVXX,5800,2,6.59,4.7,22,2023/12/3,39
Us,B07JPL8HXX,93957,0,-1,3.9,63,2023/12/3,-1
Us,B07JNVGFXX,85192,0,-1,3.9,63,2023/12/3,446
Us,B075M4S2XX,6524,3,38.99,4.4,141,2023/12/3,194
Us,B075M1F4XX,1963,11,35.99,4.4,141,2023/12/3,68
Us,B07G72ZBXX,75836,0,-1,3.6,22,2023/12/3,1457
Us,B06ZZRQKXX,2549,3,20.99,3.7,125,2023/12/3,83
Us,B06ZZRQLXX,5394,2,25.99,3.7,125,2023/12/3,171
Jp,B01MXRYKXX,16787,-1,-1,4.1,47,2023/12/3,200
Jp,B01M3V7XXX,172,-1,1869,4.1,47,2023/12/3,3
Ca,B019R84IXX,471,36,95.99,3.3,33,2023/12/3,1
Ca,B06XGYNVXX,10792,1,-1,4.1,711,2023/12/3,284
Ca,B06VTR57XX,544,27,54.99,4.1,711,2023/12/3,34
Ca,B01M8M3EXX,14075,1,-1,4.1,711,2023/12/3,357
Ca,B01M3RWQXX,14385,1,-1,4.1,711,2023/12/3,363
Ca,B01F3DHEXX,113,43,39.99,4.1,711,2023/12/3,6
Ca,B01M3102XX,13522,1,-1,4.1,711,2023/12/3,346
Us,B07PQ5XNXX,2233,3,79.99,4.4,47,2023/12/3,79
Us,B07PT5WLXX,53994,0,-1,4.4,47,2023/12/3,843
Us,B07PR959XX,1729,8,64.99,4.4,47,2023/12/3,57
Us,B07S2QGSXX,14685,2,58.99,3.9,63,2023/12/3,107
Us,B07RYKZBXX,2160,5,58.99,3.9,63,2023/12/3,42
Us,B07MDYLMXX,1483,8,58.99,3.9,63,2023/12/3,28
Us,B07JZKP5XX,76082,0,-1,4,12,2023/12/3,412
Us,B07HNTJ5XX,20491,0,49.99,4.6,164,2023/12/3,503
Us,B07HNXVZXX,7522,0,48.99,4.6,164,2023/12/3,142
Us,B07HNXPXXX,7093,2,47.99,4.6,164,2023/12/3,132
Us,B01N4876XX,29229,1,46.99,4.4,134,2023/12/3,665
Us,B01M29YGXX,3027,3,42.99,4.4,134,2023/12/3,95
Us,B076KFB4XX,156,46,49.99,4.7,929,2023/12/4,6
Us,B072JT9WXX,73,91,41.31,4.7,826,2023/12/4,4
Us,B073Q6KLXX,44,178,59.99,4.7,845,2023/12/4,2
Us,B01M1L6OXX,107,73,59.99,4.6,1592,2023/12/4,5
Us,B01MTZ4JXX,51,92,39.99,4.2,1073,2023/12/4,3
Us,B01F543PXX,41,111,59.99,4.5,2520,2023/12/4,1
Us,B01M29YGXX,4306,5,42.99,4.4,134,2023/12/4,132
Us,B077ZRP3XX,420,28,35.99,4.3,378,2023/12/4,17
Us,B07QBPSQXX,32765,4,24.99,4.9,23,2023/12/4,43
Us,B07QBPTNXX,42150,3,30.99,4.9,23,2023/12/4,55
Us,B07QLPG6XX,341791,0,58.59,4.5,25,2023/12/4,350
Us,B07QPR1PXX,156252,0,38.58,4.5,25,2023/12/4,186
Us,B07QLPG8XX,34671,5,34.99,4.5,25,2023/12/4,47
Us,B07S16PZXX,291823,0,-1,4.8,17,2023/12/4,891
Us,B07S291NXX,227999,0,8.99,4.8,17,2023/12/4,718
Us,B07S4HN2XX,75247,0,6.99,5,2,2023/12/4,-1
Us,B07QW51WXX,186455,0,11.99,4.2,12,2023/12/4,-1
Us,B07QZBDQXX,143181,0,11.99,4.2,12,2023/12/4,-1
Us,B07TB3QWXX,129131,0,10.99,4.3,3,2023/12/4,-1
Us,B07TB311XX,86416,0,10.99,4.3,3,2023/12/4,-1
Us,B07QV4QTXX,235801,0,8.99,3.8,22,2023/12/4,5873
Us,B07R1HZVXX,115711,0,8.99,3.8,22,2023/12/4,2864
Us,B07QV4S8XX,50159,0,8.99,3.8,22,2023/12/4,1043
Us,B07QY6R8XX,102484,0,8.99,3.8,22,2023/12/4,2524
